startup_id,startup_name,industry,founding_year,city,employees,monthly_active_users,monthly_revenue,monthly_burn_rate,funding_raised_usd,funding_stage,business_model,remote_friendly,customer_rating,churn_rate,ai_adoption_score,profitable,growth_level
ST0529,"Massey, Henson and Guerrero",Gaming,2015,Kolkata,163,168496,4792833.22,3219401.8,40621902.43,Series B,Marketplace,True,2.8,0.35,57,True,High
ST0530,"Morton, Brown and Lewis",Gaming,2015,Mumbai,484,199355,1184947.67,561075.61,44517824.05,Seed,Subscription,False,4.8,0.26,99,True,Medium
ST0531,"Clark, Anthony and Johnson",Cybersecurity,2023,Hyderabad,382,109255,4633221.13,2930692.5,21147181.69,Series B,Subscription,False,4.8,0.05,21,True,High
ST0532,"Gallagher, Alexander and Kent",AI,2021,Delhi,237,183245,146480.96,39217.12,32097545.95,Series B,Marketplace,True,4.1,0.32,18,True,Low
ST0533,Miles-Bell,Gaming,2020,Noida,61,42372,1255521.79,1415767.96,38391987.62,Series C,B2C,False,4.1,0.06,77,False,Medium
ST0534,Johnson-Hayden,Gaming,2024,Delhi,93,181215,2969171.87,1858269.77,14125776.56,Seed,B2B,True,2.7,0.15,51,True,Medium
ST0535,Brooks Group,SaaS,2019,Pune,469,24324,4870896.58,2229633.74,35077994.65,Seed,Marketplace,True,2.9,0.17,55,True,Medium
ST0536,Casey-Kramer,ClimateTech,2016,Delhi,489,149699,595579.09,675481.06,21786178.83,Series A,B2C,False,4.8,0.19,87,False,Medium
ST0537,"Copeland, Bowen and Jennings",EdTech,2021,Pune,152,196675,2475899.11,914248.35,42824069.5,Series C,B2C,True,4.0,0.4,37,True,Medium
ST0538,Rocha-Lester,AI,2022,Pune,153,69629,1185073.27,931787.2,12453482.09,Series B,Subscription,True,4.0,0.26,11,True,Low
ST0539,Nelson-Smith,EdTech,2022,Chennai,370,101531,3545181.3,4101545.52,12848468.42,Seed,B2B,False,2.7,0.03,43,False,Medium
ST0540,Smith-Novak,SaaS,2017,Mumbai,263,163439,1910879.0,2810484.59,33579537.96,Series A,Subscription,False,2.8,0.36,6,False,Medium
ST0541,Smith-Lam,HealthTech,2022,Mumbai,454,123705,668278.47,409328.99,26544668.85,Series B,Subscription,False,2.9,0.06,6,True,Medium
ST0542,Boyle-Yates,ClimateTech,2017,Ahmedabad,467,70000,3068528.54,3651650.51,13224709.13,Series C,B2B,True,3.3,0.36,41,False,Medium
ST0543,Green and Sons,AI,2022,Chennai,81,15304,1157004.12,285341.42,13048186.98,Series C,Subscription,False,4.3,0.18,64,True,Low
ST0544,"Edwards, West and Thomas",Robotics,2019,Jaipur,62,189681,4335727.71,1564115.96,4724215.02,Series A,B2B,True,4.7,0.08,22,True,High
ST0545,Atkinson-Garcia,FinTech,2021,Chennai,218,21141,1238325.6,1049535.44,4760545.93,Seed,Marketplace,True,3.3,0.12,88,True,Low
ST0546,Watkins-Lewis,AI,2020,Bangalore,19,22250,2306563.57,2583394.2,24018761.93,Series C,Marketplace,True,4.1,0.12,85,False,Medium
ST0547,"Marsh, Griffin and Watkins",Gaming,2016,Kolkata,113,13761,4009774.23,2276911.05,39917441.2,Series B,B2C,True,4.4,0.22,78,True,Medium
ST0548,Nielsen and Sons,HealthTech,2016,Mumbai,499,105573,455049.66,595227.52,8188887.16,Series C,Subscription,False,4.4,0.12,97,False,Medium
ST0549,Smith Ltd,Gaming,2022,Mumbai,467,180558,3021532.9,2014629.83,4850769.3,Series C,B2B,False,3.4,0.09,58,True,High
ST0550,Reynolds-Beck,EdTech,2025,Pune,420,97530,3073200.24,2348962.8,21329554.09,Series C,B2B,False,2.6,0.14,60,True,Medium
ST0551,Foster and Sons,EdTech,2023,Kolkata,244,115650,405123.82,503167.07,15054643.07,Series B,B2B,True,5.0,0.28,39,False,Low
ST0552,Henderson-Johnson,E-commerce,2019,Jaipur,474,12821,2571938.44,2221761.46,20680319.26,Seed,B2B,True,3.7,0.29,33,True,Medium
ST0553,"Griffin, Mccullough and Brown",Cybersecurity,2020,Jaipur,384,174428,2319765.93,2834824.07,42153345.67,Series C,Subscription,False,2.6,0.17,91,False,Medium
ST0554,Bennett Ltd,Robotics,2015,Bangalore,179,50071,1063231.17,320762.69,49110200.08,Series C,B2B,True,3.1,0.27,56,True,Low
ST0555,Arnold-Walsh,Cybersecurity,2024,Jaipur,92,172914,2390828.17,2628352.4,43445587.02,Series B,Subscription,False,4.9,0.24,63,False,Medium
ST0556,Davis LLC,EdTech,2022,Pune,49,33791,684218.6,306559.15,40807612.74,Series A,Subscription,True,4.2,0.08,4,True,Low
ST0557,Green Ltd,ClimateTech,2022,Noida,49,79883,3850908.52,1511925.76,21122867.27,Seed,Subscription,True,2.8,0.36,95,True,Medium
ST0558,"Hampton, Anderson and Carpenter",Gaming,2021,Noida,108,78288,2851458.0,3661243.82,2593562.9,Series B,B2B,False,2.5,0.26,92,False,Medium
ST0559,Cooper-Fischer,AI,2023,Bangalore,209,128428,2571645.05,2936814.64,46767283.65,Series C,Marketplace,True,4.8,0.35,30,False,Medium
ST0560,"Cruz, Murphy and Smith",Gaming,2015,Pune,142,170948,2091515.92,1705295.26,24764700.58,Series B,B2C,False,4.8,0.15,90,True,Medium
ST0561,Ruiz Group,ClimateTech,2017,Mumbai,181,115848,1168194.53,567290.51,45458054.2,Series C,Subscription,False,3.3,0.24,92,True,Low
ST0562,"Ward, Vang and Williams",ClimateTech,2017,Pune,412,124817,4000777.74,5192572.1,31111026.8,Series A,B2C,False,3.2,0.3,86,False,Medium
ST0563,"Quinn, Hernandez and Potts",Cybersecurity,2020,Pune,56,110047,4715842.94,3969997.49,11774209.33,Series A,B2B,True,3.9,0.4,46,True,Medium
ST0564,Jones-Lee,AI,2023,Mumbai,177,113884,578706.77,286284.7,28120973.36,Series A,B2B,True,3.7,0.4,46,True,Low
ST0565,Clark-Swanson,FinTech,2023,Bangalore,479,115773,3996944.56,5801330.18,37800428.59,Seed,B2C,True,4.9,0.31,79,False,High
ST0566,"Parker, Parrish and Aguirre",FinTech,2017,Chennai,450,54840,4555818.99,1841199.22,14641543.24,Series B,B2C,True,3.6,0.21,94,True,Medium
ST0567,Sanchez and Sons,Cybersecurity,2023,Pune,439,53924,2201151.22,1629896.99,38463206.53,Seed,Marketplace,False,3.1,0.33,44,True,Low
ST0568,Gibson-Williams,HealthTech,2021,Kolkata,371,198878,2080892.95,2118916.11,12310291.44,Series C,Subscription,False,4.4,0.22,30,False,Medium
ST0569,Campbell PLC,E-commerce,2021,Pune,488,8802,2218467.66,2664817.63,35895405.5,Series C,B2B,False,3.8,0.04,44,False,Medium
ST0570,Bowen-Wilson,Robotics,2019,Kolkata,393,10723,3304279.1,3416312.27,45130431.02,Series C,Marketplace,False,2.6,0.26,92,False,Medium
ST0571,Smith LLC,EdTech,2023,Jaipur,470,91218,49432.15,27865.64,26413197.19,Series C,Marketplace,False,4.8,0.28,58,True,Low
ST0572,Rice PLC,Robotics,2023,Mumbai,402,52719,4406063.67,1363963.98,26894802.96,Series A,B2B,False,3.5,0.29,17,True,Medium
ST0573,"Steele, Oliver and Stewart",Cybersecurity,2021,Ahmedabad,271,90314,3787661.16,1545500.38,1443166.7,Seed,B2B,False,4.5,0.24,31,True,Medium
ST0574,"Schultz, Rosales and Gilbert",AI,2022,Chennai,137,165361,2542421.89,917704.79,37840169.15,Series A,B2C,False,4.9,0.19,74,True,Medium
ST0575,"Little, Rodriguez and Richardson",EdTech,2016,Chennai,158,75589,3337942.65,4204482.58,28659648.48,Series A,Marketplace,False,2.8,0.16,95,False,Medium
ST0576,Hughes and Sons,EdTech,2022,Hyderabad,55,39418,3561085.7,4547395.75,4143260.81,Series B,Subscription,False,2.7,0.36,61,False,Medium
ST0577,Grimes-Smith,Gaming,2017,Pune,451,70125,2925675.85,3005837.89,49825763.19,Series A,Subscription,False,4.2,0.38,94,False,Medium
ST0578,Peterson-Hanson,Robotics,2020,Hyderabad,71,185686,2570795.57,2282566.81,34738811.72,Series C,B2B,True,3.6,0.02,21,True,High
ST0579,Rivers LLC,ClimateTech,2015,Pune,194,150884,1455056.97,1279883.75,5931223.56,Series A,Subscription,True,3.3,0.16,38,True,Medium
ST0580,"White, Boone and Cantu",FinTech,2015,Kolkata,484,80996,4446395.46,2135407.62,40965297.21,Series C,Marketplace,False,3.7,0.06,45,True,High
ST0581,Hanson Ltd,ClimateTech,2022,Noida,465,89558,3908933.25,3196709.25,36015673.09,Series A,Marketplace,True,4.0,0.31,65,True,Medium
ST0582,Lucas-Rangel,ClimateTech,2019,Hyderabad,414,164779,3325866.54,2436253.2,11679473.05,Series A,B2B,False,3.5,0.22,86,True,Medium
ST0583,Hamilton Ltd,SaaS,2023,Delhi,292,170124,627670.24,581949.91,9661715.33,Series C,B2B,True,4.0,0.23,7,True,Medium
ST0584,Chen and Sons,ClimateTech,2016,Ahmedabad,342,140423,906919.57,203753.68,39348514.45,Series B,Subscription,True,3.1,0.29,75,True,Low
ST0585,Webster Group,FinTech,2016,Ahmedabad,256,7098,1706383.21,741697.22,1251644.16,Series A,Marketplace,True,3.8,0.16,12,True,Low
ST0586,Hart LLC,HealthTech,2015,Bangalore,98,67992,3843840.41,1539441.1,47610628.14,Series B,Subscription,True,4.2,0.03,42,True,High
ST0587,"Johnson, Guzman and Castillo",EdTech,2024,Jaipur,168,38345,2069985.83,1286461.27,18806882.26,Series A,Subscription,False,4.6,0.06,26,True,Medium
ST0588,Wilson Ltd,EdTech,2015,Mumbai,491,31167,1353744.76,830979.14,27678398.22,Seed,B2C,True,2.7,0.02,82,True,Low
ST0589,James-Manning,Robotics,2017,Delhi,160,149962,2039662.15,630420.54,31808159.77,Series C,Subscription,True,3.0,0.39,48,True,Medium
ST0590,"Hart, Peck and Cannon",Cybersecurity,2024,Mumbai,5,122805,4805961.07,4839357.18,32670289.51,Series C,Marketplace,True,2.9,0.03,62,False,High
ST0591,Henry-Moreno,FinTech,2017,Ahmedabad,304,134779,1413743.33,579410.26,26727759.85,Series B,Subscription,True,2.7,0.04,90,True,Medium
ST0592,Proctor-Soto,ClimateTech,2019,Delhi,317,133335,4787511.7,2938551.34,34120944.75,Series B,Marketplace,True,3.4,0.11,97,True,High
ST0593,"Mcclure, Jackson and Sanders",AI,2025,Pune,240,158158,1649001.65,2289183.19,6729600.95,Series C,Subscription,False,4.8,0.25,1,False,Medium
ST0594,Hays-Wade,ClimateTech,2025,Hyderabad,280,22272,3938653.12,4111270.34,3922279.66,Series B,Subscription,False,2.6,0.33,86,False,Medium
ST0595,Wright-Colon,ClimateTech,2015,Delhi,203,47448,4197337.51,5269466.04,49190585.29,Seed,Marketplace,False,2.8,0.15,25,False,Medium
ST0596,"Malone, Evans and Gomez",AI,2019,Noida,103,24584,4083241.31,4135537.53,40430303.99,Series A,B2B,True,3.1,0.39,47,False,Medium
ST0597,Rollins-Gardner,SaaS,2025,Jaipur,425,168362,1986470.04,2643775.3,28476656.46,Series A,B2B,True,3.7,0.23,85,False,Medium
ST0598,"Sanders, Wade and Charles",EdTech,2025,Bangalore,386,18052,645880.24,913037.25,42781174.0,Series B,Subscription,True,4.7,0.29,36,False,Low
ST0599,Brown and Sons,Cybersecurity,2016,Ahmedabad,485,112965,3208421.77,4575198.19,2640546.74,Series C,Subscription,False,4.8,0.18,53,False,Medium
ST0600,Jenkins and Sons,AI,2021,Delhi,269,199972,226888.73,258105.53,2395884.14,Series B,B2B,True,4.8,0.22,41,False,Medium
ST0601,Koch-Smith,FinTech,2025,Hyderabad,382,60147,4890697.1,3672748.87,3768296.33,Seed,Subscription,False,3.1,0.07,40,True,High
ST0602,"Martin, Soto and King",E-commerce,2015,Chennai,418,7297,2966728.55,3008815.28,16748411.67,Series A,B2B,False,3.1,0.05,31,False,Medium
ST0603,Smith LLC,FinTech,2017,Bangalore,396,26079,3130490.3,2982151.42,4322458.22,Series C,B2B,False,2.7,0.02,41,True,Medium
ST0604,Rose Ltd,FinTech,2024,Kolkata,317,165150,2164876.56,719552.7,2836708.46,Series A,B2B,False,2.6,0.34,52,True,Medium
ST0605,Smith LLC,ClimateTech,2023,Chennai,201,122689,3977871.74,5345939.87,30980566.19,Series A,B2B,True,3.3,0.38,4,False,Medium
ST0606,"Kirby, Moore and Morrow",Cybersecurity,2020,Kolkata,11,157021,3569363.98,3464968.82,42046934.15,Series C,Subscription,True,4.8,0.06,66,True,High
ST0607,Paul-Franklin,E-commerce,2019,Jaipur,129,37090,3987157.66,1110975.78,15617759.56,Series A,B2C,False,3.6,0.38,97,True,Medium
ST0608,Mccoy-Hall,EdTech,2023,Ahmedabad,163,159159,1721072.57,1169432.66,453688.03,Seed,Subscription,False,4.0,0.27,8,True,Medium
ST0609,Allen-Marks,ClimateTech,2024,Chennai,105,53526,3206368.41,1480186.65,3466768.59,Series B,Marketplace,False,3.0,0.2,89,True,Medium
ST0610,May Group,EdTech,2018,Noida,173,43540,533191.0,713909.22,45531624.09,Series A,B2C,False,3.7,0.37,82,False,Low
ST0611,Dorsey-Wiley,FinTech,2020,Bangalore,381,87904,4038283.82,2781106.88,20045612.7,Seed,B2C,False,4.6,0.01,2,True,High
ST0612,Duncan Ltd,HealthTech,2018,Mumbai,230,51961,3160359.54,4381906.12,18027466.38,Series A,Marketplace,True,4.9,0.09,37,False,Medium
ST0613,Jackson-Reese,FinTech,2020,Delhi,96,52376,117245.22,151920.01,45536915.06,Series B,Subscription,True,2.6,0.27,49,False,Low
ST0614,"Woods, Stokes and Edwards",FinTech,2016,Pune,194,98609,3307934.49,4708878.76,48856237.21,Series A,B2C,True,5.0,0.35,92,False,Medium
ST0615,Ortiz-Acevedo,SaaS,2024,Delhi,277,100141,3474825.94,2131239.64,21505531.22,Series B,B2C,False,4.1,0.37,98,True,Medium
ST0616,Fleming-Anderson,EdTech,2016,Noida,131,14961,3151001.11,1777464.91,6366603.67,Seed,B2C,False,3.8,0.24,63,True,Medium
ST0617,Ruiz Group,ClimateTech,2022,Noida,389,170101,3758169.98,2580156.26,25968673.69,Series B,Subscription,True,2.9,0.29,68,True,Medium
ST0618,Joseph Ltd,SaaS,2017,Chennai,111,58547,4475474.28,3525349.4,11757510.36,Series B,B2B,True,3.0,0.18,49,True,Medium
ST0619,Browning Ltd,Gaming,2022,Noida,389,23027,1482289.6,1296213.25,11547370.03,Series C,Subscription,False,2.6,0.21,44,True,Low
ST0620,Porter Inc,FinTech,2019,Ahmedabad,416,131427,1591931.92,1109707.41,9019308.26,Seed,Marketplace,True,3.1,0.26,46,True,Medium
ST0621,Alexander PLC,Cybersecurity,2018,Jaipur,55,32087,366029.9,91421.75,10055314.51,Series A,Marketplace,True,3.0,0.14,39,True,Low
ST0622,"Blake, Fernandez and Terrell",AI,2022,Ahmedabad,399,79505,1416407.9,921546.24,49842274.64,Series A,Subscription,True,4.9,0.33,97,True,Medium
ST0623,Roberts-Martin,ClimateTech,2020,Hyderabad,121,190618,3748194.01,3061411.4,25815476.26,Series B,B2C,False,4.5,0.31,93,True,High
ST0624,"Knight, Moss and Bradley",Cybersecurity,2015,Noida,399,183961,2094262.44,1613179.03,42654559.04,Series B,Marketplace,True,2.6,0.06,17,True,Medium
ST0625,Singh-Lopez,SaaS,2015,Pune,219,112599,3431956.4,2486038.29,38943238.06,Series A,Marketplace,False,3.8,0.14,3,True,Medium
ST0626,Huang Group,Cybersecurity,2016,Pune,200,54531,4743976.45,1341701.01,19352370.37,Seed,B2C,True,3.7,0.14,58,True,High
ST0627,"Hayes, Santiago and Lopez",EdTech,2019,Ahmedabad,428,181623,3020785.92,709552.58,9989986.81,Seed,Subscription,True,4.8,0.16,27,True,High
ST0628,"Mason, Hayes and Stewart",Robotics,2021,Noida,193,136929,65124.97,40690.32,45495131.68,Seed,Subscription,True,3.5,0.4,17,True,Low
ST0629,Kennedy LLC,SaaS,2018,Ahmedabad,71,54916,1555688.31,1965246.49,33256392.64,Series C,Marketplace,True,2.9,0.23,40,False,Low
ST0630,"Butler, Sanders and Williams",ClimateTech,2022,Noida,8,38405,2234200.59,2841808.0,30262187.54,Seed,B2B,False,3.1,0.14,73,False,Medium
ST0631,Silva Inc,Gaming,2018,Pune,335,120618,1740441.38,2254622.27,39627721.92,Series C,Subscription,False,3.5,0.33,23,False,Medium
ST0632,Delacruz Ltd,Cybersecurity,2025,Ahmedabad,471,173773,925387.15,869123.47,19707888.31,Series B,B2B,True,4.9,0.1,21,True,Medium
ST0633,Brown-Valdez,E-commerce,2021,Noida,470,130364,2062278.01,2454975.01,6105469.7,Series A,Marketplace,True,3.4,0.3,65,False,Medium
ST0634,Hodge LLC,Gaming,2018,Kolkata,264,12700,2316215.76,683640.67,34739561.42,Seed,B2B,False,4.4,0.16,96,True,Medium
ST0635,Lewis Ltd,EdTech,2022,Pune,63,186886,4586513.51,2867687.63,37446367.59,Series C,Marketplace,True,3.7,0.04,71,True,High
ST0636,Garrett-Hanson,AI,2025,Mumbai,92,5735,3038872.9,1307953.95,6251361.57,Series A,Subscription,False,4.4,0.08,86,True,Medium
ST0637,Thomas-Kelly,Robotics,2025,Hyderabad,96,57799,3574917.24,4863653.52,26638325.31,Series C,Marketplace,False,3.6,0.03,82,False,Medium
ST0638,Ross-Powell,EdTech,2016,Bangalore,31,157815,33282.01,40075.95,38367356.21,Series C,B2B,True,4.8,0.16,31,False,Medium
ST0639,Hughes Inc,HealthTech,2017,Bangalore,177,51371,3402998.03,960063.78,47939325.5,Series C,B2B,False,2.7,0.34,86,True,Medium
ST0640,"Barnes, Flynn and Moore",EdTech,2016,Chennai,170,148339,3137664.31,3175552.73,46719652.03,Series B,B2C,True,3.5,0.18,30,False,Medium
ST0641,Black and Sons,SaaS,2020,Bangalore,210,172440,1588038.7,1121064.26,22965857.79,Seed,B2C,False,2.7,0.33,84,True,Medium
ST0642,"Wilson, Wilson and Haynes",HealthTech,2019,Hyderabad,159,157989,2502884.36,3723332.27,35640928.88,Series B,Subscription,True,4.5,0.37,73,False,Medium
ST0643,"Wilkins, Ball and Morris",AI,2024,Jaipur,175,46961,3180413.72,4290877.88,15932450.41,Series C,Subscription,True,4.6,0.2,43,False,Medium
ST0644,Baker PLC,Gaming,2018,Jaipur,262,155001,3526099.36,766148.0,1109608.31,Seed,B2B,True,4.4,0.06,31,True,High
ST0645,"King, Reeves and Johnson",ClimateTech,2020,Pune,196,131738,1490107.5,591828.62,10259047.24,Series B,Marketplace,True,2.6,0.37,77,True,Low
ST0646,"Russo, Miller and Koch",EdTech,2023,Bangalore,271,109761,3243751.66,1865130.07,1233481.95,Series A,B2C,False,4.6,0.14,32,True,Medium
ST0647,Graham and Sons,HealthTech,2018,Pune,271,85315,925891.91,943222.08,3277613.17,Seed,B2C,True,3.7,0.38,7,False,Low
ST0648,Elliott PLC,SaaS,2018,Mumbai,125,134018,400040.92,457041.09,15607575.34,Series B,Subscription,True,4.3,0.11,23,False,Medium
ST0649,"Page, Garcia and Rodriguez",SaaS,2021,Pune,144,127136,409279.7,599317.17,19942311.43,Series C,B2B,False,2.9,0.18,65,False,Low
ST0650,Williams-Thomas,Gaming,2022,Mumbai,223,22818,3796703.03,5307761.41,29779408.91,Series C,Marketplace,False,2.9,0.29,33,False,Medium
ST0651,"Soto, Warren and Zimmerman",AI,2023,Chennai,292,159865,2409413.23,1525651.01,35757425.38,Series C,Subscription,False,3.0,0.37,1,True,Medium
ST0652,Mckinney-Garcia,AI,2016,Kolkata,486,104455,4852758.26,3324568.23,24503078.16,Series A,B2C,False,4.1,0.24,53,True,High
ST0653,Ayers-Paul,AI,2025,Kolkata,495,67914,3858639.19,4541813.68,17461505.46,Series C,B2C,True,4.3,0.26,48,False,Medium
ST0654,"Jackson, Khan and Stewart",Cybersecurity,2024,Noida,249,10045,4608128.05,3086701.92,35342619.82,Series A,Marketplace,True,2.6,0.27,19,True,Medium
ST0655,Simmons and Sons,Gaming,2024,Hyderabad,313,152608,4759373.44,6158489.64,666252.5,Series A,Subscription,True,4.4,0.26,50,False,High
ST0656,"Johnson, Alvarado and Nguyen",Gaming,2016,Hyderabad,429,112901,1271827.46,754047.98,48385787.38,Series B,B2C,False,4.1,0.16,40,True,Medium
ST0657,Clayton Inc,FinTech,2016,Kolkata,388,55925,4650784.16,3336292.5,15439612.12,Series C,Marketplace,False,5.0,0.33,1,True,High
ST0658,"Sanchez, Long and Johnson",SaaS,2018,Pune,92,47242,1879510.43,2096145.35,9941125.42,Series A,B2B,True,3.0,0.38,58,False,Low
ST0659,Ford and Sons,HealthTech,2016,Mumbai,419,51301,1304166.06,1790561.67,20469180.49,Seed,Subscription,True,4.1,0.25,82,False,Low
ST0660,Simon and Sons,Cybersecurity,2015,Jaipur,146,17846,1717338.07,1650946.33,23920961.08,Seed,B2B,True,4.2,0.05,8,True,Medium
ST0661,Smith-Scott,E-commerce,2024,Kolkata,272,2903,1884572.36,1651066.98,48104791.07,Series B,Marketplace,False,3.2,0.2,97,True,Low
ST0662,Mack Inc,FinTech,2015,Noida,166,63808,4705545.32,5009531.88,18952863.13,Series C,B2C,True,2.6,0.15,43,False,Medium
ST0663,Robinson Inc,ClimateTech,2023,Kolkata,313,33216,4346336.36,2448325.13,34978267.84,Series A,B2B,False,4.5,0.15,80,True,High
ST0664,Miller-Curtis,ClimateTech,2021,Jaipur,13,167140,1807426.0,468991.93,40387512.7,Seed,Marketplace,False,3.3,0.18,78,True,Medium
ST0665,"Rogers, Thomas and Rocha",HealthTech,2023,Jaipur,485,125812,4934488.6,6485052.95,45264877.96,Seed,B2C,False,4.3,0.12,25,False,High
ST0666,Ayala-Ross,FinTech,2022,Ahmedabad,412,23830,1513728.04,1627228.59,27459895.68,Series A,B2C,True,4.7,0.08,58,False,Medium
ST0667,Howard-Flores,Gaming,2019,Delhi,92,198460,4721607.29,5240425.54,5318210.37,Series B,Subscription,True,5.0,0.02,42,False,High
ST0668,"Johnson, Lee and Cruz",SaaS,2024,Hyderabad,345,36587,4614453.57,4723413.04,24623341.2,Series B,Subscription,False,4.5,0.14,29,False,High
ST0669,Morrow-Gould,FinTech,2016,Hyderabad,339,169323,3927558.59,5719006.03,21876264.53,Series B,B2C,True,3.1,0.11,38,False,High
ST0670,Johnson Inc,Robotics,2018,Kolkata,298,97400,645813.16,392256.57,19040745.64,Series C,Marketplace,False,4.3,0.13,76,True,Medium
ST0671,"Brown, Pearson and Morris",Robotics,2022,Chennai,413,179074,4670286.57,1700916.38,33203951.75,Series A,Marketplace,True,4.0,0.05,2,True,High
ST0672,"Nelson, Matthews and Smith",AI,2024,Chennai,260,179252,2284364.81,2243029.31,7336241.39,Series B,B2B,False,4.2,0.32,90,True,Medium
ST0673,Mcgrath Inc,E-commerce,2017,Delhi,439,186210,2874120.05,2932752.66,10824467.9,Series A,B2B,True,3.2,0.39,8,False,Medium
ST0674,Medina and Sons,Robotics,2021,Chennai,443,128796,3639703.36,2143174.94,40759857.49,Series C,Subscription,False,4.8,0.07,3,True,High
ST0675,Thompson PLC,Gaming,2016,Pune,392,103593,1961404.84,1738192.58,14187841.51,Series B,B2B,False,4.2,0.09,71,True,Medium
ST0676,"Bartlett, Soto and Vazquez",EdTech,2025,Bangalore,239,172608,826835.4,313229.43,34812978.52,Series B,B2B,True,3.2,0.07,28,True,Medium
ST0677,"Reed, Little and Patrick",FinTech,2023,Chennai,197,112964,3400431.88,1423726.12,2863758.85,Series C,B2C,False,3.4,0.19,7,True,Medium
ST0678,Brown-Henry,Gaming,2025,Hyderabad,130,9911,602824.68,431404.39,15169346.0,Series C,Subscription,False,4.0,0.08,96,True,Low
ST0679,"Higgins, Lane and Cooper",EdTech,2015,Jaipur,328,172231,2231140.22,479880.65,5875550.33,Series C,Marketplace,True,2.8,0.26,66,True,Medium
ST0680,Shields-Ellis,E-commerce,2016,Ahmedabad,411,156419,913672.0,757844.25,32247602.62,Series A,Subscription,True,3.6,0.23,13,True,Medium
ST0681,Harris-Garcia,FinTech,2018,Hyderabad,206,146767,4089139.59,4982685.79,26527878.66,Series A,B2C,True,2.7,0.34,69,False,Medium
ST0682,"Oliver, Thomas and Johnson",Cybersecurity,2015,Hyderabad,289,118239,4004559.73,1441476.89,6484358.73,Seed,Marketplace,False,3.0,0.07,72,True,High
ST0683,"May, Lane and Fields",Cybersecurity,2025,Ahmedabad,499,143718,866299.96,1273663.68,32925060.42,Series C,B2C,False,3.1,0.03,67,False,Medium
ST0684,"Sandoval, Perry and Davis",AI,2018,Bangalore,360,83034,2618104.64,3879573.9,17638250.43,Series A,B2C,False,3.8,0.09,13,False,Medium
ST0685,Hamilton LLC,Gaming,2016,Ahmedabad,443,57416,4787540.41,4705135.84,10841196.38,Series B,Marketplace,False,3.4,0.06,80,True,High
ST0686,"Phelps, Jackson and Hill",EdTech,2016,Mumbai,337,43813,2006296.28,618401.3,12746260.7,Series A,Marketplace,True,3.6,0.28,69,True,Low
ST0687,"Mccullough, Davidson and Rangel",FinTech,2023,Hyderabad,219,41236,1588638.09,1944682.52,18978147.97,Series C,B2B,False,4.9,0.11,35,False,Medium
ST0688,Miller PLC,FinTech,2021,Delhi,332,24324,1820469.23,1153399.34,13698987.47,Series C,B2B,True,4.7,0.1,2,True,Medium
ST0689,Solomon-Roach,SaaS,2019,Ahmedabad,94,139012,3644353.8,2181198.3,41076095.29,Series B,B2B,True,3.7,0.22,90,True,Medium
ST0690,Padilla Inc,Robotics,2024,Kolkata,92,84360,4733086.43,3343605.28,17291385.76,Series C,B2C,False,4.4,0.39,69,True,Medium
ST0691,Webster Ltd,E-commerce,2018,Jaipur,9,181003,2572691.44,1034578.71,6362099.57,Series C,Subscription,True,3.4,0.3,7,True,Medium
ST0692,Price-Campbell,Cybersecurity,2025,Hyderabad,229,93799,3994359.8,3406781.56,13827357.57,Series B,Subscription,False,3.6,0.38,30,True,Medium
ST0693,Turner Inc,Cybersecurity,2023,Noida,437,24629,3177036.64,952161.62,12039835.19,Seed,Subscription,True,2.7,0.23,11,True,Medium
ST0694,Boyd-Jackson,EdTech,2015,Kolkata,250,131496,2579907.32,3863000.37,44409622.67,Series B,B2C,True,4.2,0.17,79,False,Medium
ST0695,Mckay-Ball,E-commerce,2017,Ahmedabad,315,118611,4823590.44,5194422.38,44102431.75,Series B,B2B,False,3.8,0.1,10,False,High
ST0696,"Banks, Powell and Hall",FinTech,2019,Mumbai,258,100377,860714.98,1257200.69,16931031.87,Series C,Marketplace,False,4.2,0.33,99,False,Low
ST0697,Perez-Oconnell,Robotics,2015,Noida,114,1585,3692748.35,3469316.87,10912286.58,Series C,B2B,False,3.3,0.37,83,True,Medium
ST0698,"Allen, Melendez and Parker",E-commerce,2015,Hyderabad,8,162357,2307165.84,1356280.92,5402844.55,Series C,Subscription,True,3.4,0.29,52,True,Medium
ST0699,Johnson-Whitney,Cybersecurity,2018,Noida,48,139699,2576449.81,1030126.12,6235940.29,Series C,Marketplace,False,3.7,0.07,85,True,Medium
ST0700,"Prince, Brown and Ramos",HealthTech,2017,Chennai,191,113287,4462045.0,4004041.07,13510609.65,Series C,B2B,False,5.0,0.27,57,True,High
ST0701,"Thompson, Baker and White",HealthTech,2025,Delhi,457,186917,1000338.44,446588.28,2060802.56,Series C,Marketplace,True,3.5,0.3,5,True,Medium
ST0702,Rose Inc,Robotics,2021,Pune,220,129206,2755117.13,3415700.85,35730331.88,Seed,B2B,True,3.3,0.31,52,False,Medium
ST0703,Gutierrez Ltd,SaaS,2015,Kolkata,69,41774,1727161.55,376078.45,34237661.32,Series C,Marketplace,False,2.6,0.33,55,True,Low
ST0704,"Myers, Smith and Gutierrez",FinTech,2019,Delhi,253,22656,3806890.49,1987468.99,7667161.46,Series C,B2C,False,3.8,0.11,99,True,Medium
